TID,DEPARTMENT,CATEGORY,SUBCATEGORY,SORT_BY,RANK_SALES_CATEGORY,PRODUCT_URL,SKU,SKU_VARIANT,PRODUCT_NAME,BRAND,GENDER,PRICE_RETAIL,PRICE_CURRENT,RETAIL_PRICE_RAW,CURRENT_PRICE_RAW,REVIEW_RATING,REVIEW_COUNT,PROMOTION,AVAILABILITY,INVENTORY_WARNING,COLOR,COLOR_CODE,RunID,RunDate,InsertUpdateTime
142454115,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/kids-sportswear-cargo-shorts-big-kid/7170733,7170733,NULL,"Kids' Sportswear Cargo Shorts",Nike,Kids,35.00,35.00,NULL,NULL,4.0,1,"42% off",752,NULL,"BLACK/ WHITE",010,61275,"2023-05-28 07:35:57","2023-05-28 07:36:46"
142454116,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/kids-dri-fit-training-graphic-t-shirt-big-kid/7047241,7047241,NULL,"Kids' Dri-FIT Training Graphic T-Shirt",Nike,Kids,20.00,20.00,NULL,NULL,0.0,0,NULL,162,NULL,"TUMBLED GREY/ SILVER/ HEATHER",074,61275,"2023-05-28 07:35:57","2023-05-28 07:36:46"
142454117,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/nike-court-borough-mid-2-basketball-shoe-toddler-little-kid/7483739,7483739,NULL,"Court Borough Mid 2 Basketball Shoe",Nike,Kids,65.00,43.55,NULL,NULL,4.4,17,"33% off",23,NULL,"WHITE/ UNIVERSITY RED",110,61275,"2023-05-28 07:35:57","2023-05-28 07:36:46"
142454118,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/kids-dri-fit-dna-b-ball-shorts-little-kid-big-kid/7047224,7047224,NULL,"Kids' Dri-FIT DNA B-Ball Shorts",Nike,Kids,40.00,40.00,NULL,NULL,0.0,0,NULL,3295,NULL,"BLACK/ WHITE",010,61275,"2023-05-28 07:35:57","2023-05-28 07:36:46"
142454119,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/kids-icon-dri-fit-shorts-big-kid/7047211,7047211,NULL,"Kids' Icon Dri-FIT Shorts",Nike,Kids,30.00,30.00,NULL,NULL,0.0,0,NULL,401,NULL,"VIVID ORANGE/ WHITE/ WHITE",836,61275,"2023-05-28 07:35:57","2023-05-28 07:36:46"
142454120,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/kids-print-cotton-graphic-t-shirt-toddler-little-kid/7359283,7359283,NULL,"Kids' Print Cotton Graphic T-Shirt",Vans,Kids,18.00,18.00,NULL,NULL,0.0,0,NULL,32,NULL,"WHITE/ BLUE GLOW",100,61275,"2023-05-28 07:35:57","2023-05-28 07:36:46"
142454121,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/kids-logo-t-shirt-shorts-set-little-kid/7377569,7377569,NULL,"Kids' Logo T-Shirt & Shorts Set",Nike,Kids,44.00,44.00,NULL,NULL,0.0,0,NULL,49,NULL,"CARGO KHAKI",300,61275,"2023-05-28 07:35:57","2023-05-28 07:36:46"
142454122,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/nike-court-legacy-sneaker-baby-walker-toddler/5753572,5753572,NULL,"Court Legacy Sneaker",Nike,Kids,40.00,40.00,NULL,NULL,3.9,9,NULL,4017,NULL,"BLACK/ WHITE/ LIGHT BROWN",002,61275,"2023-05-28 07:35:57","2023-05-28 07:36:46"
142454123,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/the-north-face-kids-water-repellent-fleece-lined-600-fill-power-down-puffer-jacket-little-kid-big-kid/6671816,6671816,NULL,"Kids' Water Repellent Fleece Lined 600 Fill Power Down Puffer Jacket","The North Face",Kids,169.00,99.97,NULL,NULL,4.9,157,"40% off",557,NULL,"NEW TAUPE GREEN",301,61275,"2023-05-28 07:35:57","2023-05-28 07:36:46"
142454124,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/kids-performance-polo-big-kid/7036776,7036776,NULL,"Kids' Performance Polo","Under Armour",Kids,30.00,30.00,NULL,NULL,0.0,0,NULL,97,NULL,"STILL WATER / BLACK",401,61275,"2023-05-28 07:35:57","2023-05-28 07:36:46"
142454125,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/nike-air-force-1-sneaker-baby-walker-toddler/5291178,5291178,NULL,"Air Force 1 Sneaker",Nike,Kids,45.00,45.00,NULL,NULL,4.1,36,NULL,14823,NULL,"BLACK/ BLACK/ BLACK",001,61275,"2023-05-28 07:35:57","2023-05-28 07:36:46"
142454126,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/oneill-kids-hyperfreak-heat-fade-board-shorts-big-kid/7248125,7248125,NULL,"Kids' Hyperfreak Heat Fade Board Shorts",O'Neill,Kids,39.50,39.50,NULL,NULL,0.0,0,NULL,1151,NULL,BLUEBIRD,460,61275,"2023-05-28 07:35:57","2023-05-28 07:36:46"
142454127,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/nike-free-run-2-sneaker-toddler-little-kid-big-kid/7482608,7482608,NULL,"Free Run 2 Sneaker",Nike,Kids,80.00,56.00,NULL,NULL,3.8,79,"30% off",867,NULL,"BLACK/ WHITE/ DARK GREY",020,61275,"2023-05-28 07:35:57","2023-05-28 07:36:46"
142454128,Sale,Women,"New Markdowns",NULL,NULL,https://www.nordstrom.com/s/caslon-linen-blend-pants-regular-petite/5763589,5763589,NULL,"Linen Blend Pants",Caslon®,Women,59.00,39.53,NULL,NULL,4.0,101,"33% off",8597,NULL,BLACK,001,61274,"2023-05-28 07:35:57","2023-05-28 07:36:47"
142454129,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/kids-mirage-surf-swim-trunks-big-kid/6918775,6918775,NULL,"Kids' Mirage Surf Swim Trunks","Rip Curl",Kids,34.00,34.00,NULL,NULL,5.0,1,NULL,138,NULL,"RETRO RED - 4870",622,61275,"2023-05-28 07:35:57","2023-05-28 07:36:47"
142454130,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/adidas-originals-adidas-trefoil-6-pack-no-show-socks-big-kid/4562871,4562871,NULL,"adidas Trefoil 6-Pack No-Show Socks","adidas Originals",Kids,18.00,18.00,NULL,NULL,4.8,129,NULL,535,NULL,"HEATHER GREY/ BLACK/ WHITE",020,61275,"2023-05-28 07:35:57","2023-05-28 07:36:47"
142454131,Sale,Women,"New Markdowns",NULL,NULL,https://www.nordstrom.com/s/saydee-sandal-women/7041201,7041201,NULL,"Saydee Sandal","Open Edit",Women,49.95,39.90,NULL,NULL,4.7,61,"20% off",11672,NULL,BLACK,001,61274,"2023-05-28 07:35:57","2023-05-28 07:36:47"
142454132,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/kids-space-dye-performance-polo-little-kid-big-kid/6686467,6686467,NULL,"Kids' Space Dye Performance Polo",Zella,Kids,32.00,32.00,NULL,NULL,5.0,1,NULL,1756,NULL,"GREEN KATYDID",330,61275,"2023-05-28 07:35:57","2023-05-28 07:36:47"
142454133,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/nike-court-legacy-sneaker-toddler-little-kid/5753578,5753578,NULL,"Court Legacy Sneaker",Nike,Kids,45.00,45.00,NULL,NULL,3.7,13,NULL,3726,NULL,"WHITE/ WHITE",104,61275,"2023-05-28 07:35:57","2023-05-28 07:36:47"
142454134,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/kids-dri-fit-multi-training-tee-big-kid/7047248,7047248,NULL,"Kids' Dri-FIT Multi+ Training Tee",Nike,Kids,35.00,35.00,NULL,NULL,0.0,0,"31% off",3,NULL,"BLACK/ WHITE",010,61275,"2023-05-28 07:35:57","2023-05-28 07:36:47"
142454135,Sale,Women,"New Markdowns",NULL,NULL,https://www.nordstrom.com/s/ugg-sport-yeah-slingback-sandal-women/6540687,6540687,NULL,"UGG Sport Yeah Slingback Sandal",UGG®,Women,60.00,36.00,NULL,NULL,4.7,269,"40% off",1309,NULL,"SAMBA RED",600,61274,"2023-05-28 07:35:57","2023-05-28 07:36:47"
142454136,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/kids-tech-vent-jacquard-t-shirt-big-kid/7036772,7036772,NULL,"Kids' Tech Vent Jacquard T-Shirt","Under Armour",Kids,35.00,35.00,NULL,NULL,0.0,0,NULL,490,NULL,"ORANGE BLAST / BLACK",866,61275,"2023-05-28 07:35:57","2023-05-28 07:36:47"
142454137,Sale,Women,Shoes,NULL,NULL,https://www.nordstrom.com/s/saydee-sandal-women/7041201,7041201,NULL,"Saydee Sandal","Open Edit",Women,49.95,39.90,NULL,NULL,4.7,61,"20% off",11672,NULL,BLACK,001,61274,"2023-05-28 07:35:57","2023-05-28 07:36:47"
142454138,Sale,Women,Shoes,NULL,NULL,https://www.nordstrom.com/s/ugg-sport-yeah-slingback-sandal-women/6540687,6540687,NULL,"UGG Sport Yeah Slingback Sandal",UGG®,Women,60.00,36.00,NULL,NULL,4.7,269,"40% off",1309,NULL,"SAMBA RED",600,61274,"2023-05-28 07:35:57","2023-05-28 07:36:47"
142454139,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/nike-sportswear-kids-club-fleece-joggers-big-boy/5847881,5847881,NULL,"Sportswear Kids' Club Fleece Joggers",Nike,Kids,40.00,40.00,NULL,NULL,4.0,13,NULL,6885,NULL,"CARB H/WHITE",091,61275,"2023-05-28 07:35:57","2023-05-28 07:36:47"
142454140,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/under-armour-kids-4-pack-heatgear-boxer-briefs-big-boy/6109191,6109191,NULL,"Kids' 4-Pack HeatGear® Boxer Briefs","Under Armour",Kids,26.00,26.00,NULL,NULL,3.3,3,NULL,209,NULL,ASSORTED,001,61275,"2023-05-28 07:35:57","2023-05-28 07:36:47"
142454141,Sale,Women,Shoes,NULL,NULL,https://www.nordstrom.com/s/sam-edelman-griffin-slide-sandal-women/6685005,6685005,NULL,"Griffin Slide Sandal","Sam Edelman",Women,100.00,69.90,NULL,NULL,4.6,73,"30% off",5291,NULL,"LIGHT BROWN",200,61274,"2023-05-28 07:35:57","2023-05-28 07:36:47"
142454142,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/nike-cortez-sl-sneaker-big-kid/5912456,5912456,NULL,"Cortez SL Sneaker",Nike,Kids,60.00,60.00,NULL,NULL,4.7,48,NULL,2164,NULL,"WHITE/ PINK PRIME",109,61275,"2023-05-28 07:35:57","2023-05-28 07:36:47"
142454143,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/adidas-trefoil-6-pack-crew-socks-little-kid-big-kid/4774012,4774012,NULL,"adidas Trefoil 6-Pack Crew Socks","adidas Originals",Kids,18.00,18.00,NULL,NULL,4.9,253,NULL,58,NULL,"WHITE/ BLACK",100,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454144,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/kids-dri-fit-multi-training-tee-big-kid/7046646,7046646,NULL,"Kids' Dri-FIT Multi+ Training Tee",Nike,Kids,35.00,35.00,NULL,NULL,5.0,1,NULL,238,NULL,"BLACK/ WHITE",010,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454145,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/nike-kids-elite-basketball-shorts-big-boy/5669306,5669306,NULL,"Kids' Elite Basketball Shorts",Nike,Kids,32.00,32.00,NULL,NULL,4.6,27,NULL,6105,NULL,"BLACK/ WHITE",010,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454146,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/kids-blazer-mid-77-high-top-sneaker-toddler-little-kid/5676251,5676251,NULL,"Kids' Blazer Mid '77 High Top Sneaker",Nike,Kids,75.00,75.00,NULL,NULL,4.9,28,NULL,25049,NULL,"WHITE/ BLUE/ YELLOW",107,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454147,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/kids-multi-dri-fit-print-athletic-shorts-big-kid/7172041,7172041,NULL,"Kids' Multi+ Dri-FIT Print Athletic Shorts",Nike,Kids,35.00,35.00,NULL,NULL,0.0,0,NULL,568,NULL,"BLACK/ WHITE",010,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454148,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/kids-air-jordan-1-low-se-sneaker-big-kid/7172222,7172222,NULL,"Kids' Air Jordan 1 Low SE Sneaker",Nike,Kids,95.00,95.00,NULL,NULL,0.0,0,NULL,175,NULL,"BLACK/ SUNDIAL/ EMBER/ WHITE",008,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454149,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/nike-kids-sportswear-club-athletic-shorts-big-boy/5447453,5447453,NULL,"Kids' Sportswear Club Athletic Shorts",Nike,Kids,30.00,30.00,NULL,NULL,5.0,2,NULL,52,NULL,"BLACK/ BLACK",010,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454150,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/force-1-lv8-sneaker-toddler-little-kid/7045275,7045275,NULL,"Force 1 LV8 Sneaker",Nike,Kids,75.00,75.00,NULL,NULL,4.2,5,NULL,5798,NULL,"BLACK/ WHITE/ BLACK",001,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454151,Sale,Women,"New Markdowns",NULL,NULL,https://www.nordstrom.com/s/ugg-fremont-cardigan/5118439,5118439,NULL,"Fremont Cardigan",UGG®,Women,98.00,38.97,NULL,NULL,4.7,129,"60% off",268,NULL,DRIFTWOOD,250,61274,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454152,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/kids-all-day-unity-short-sleeve-rashguard-toddler-little-boy-big-boy/6420709,6420709,NULL,"Kids' All Day Unity Short Sleeve Rashguard",Billabong,Kids,31.95,31.95,NULL,NULL,0.0,0,NULL,1328,NULL,"BLUE HEATHER",481,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454153,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/air-force-1-lv8-sneaker-big-kid/7045284,7045284,NULL,"Air Force 1 LV8 Sneaker",Nike,Kids,95.00,95.00,NULL,NULL,4.3,15,NULL,103,NULL,"BLACK/ WHITE/ BLACK",001,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454154,Sale,Women,Shoes,NULL,NULL,https://www.nordstrom.com/s/finley-slide-sandal-women/7272631,7272631,NULL,"Finley Slide Sandal","Open Edit",Women,69.95,41.98,NULL,NULL,4.4,5,"39% off",1537,NULL,BEIGE,260,61274,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454155,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/nike-kids-woven-athletic-shorts-big-boy/6548114,6548114,NULL,"Kids' Woven Athletic Shorts",Nike,Kids,35.00,35.00,NULL,NULL,0.0,0,NULL,641,NULL,"GAME ROYAL/ WHITE",480,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454156,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/nike-court-legacy-sneaker-big-kid/5753575,5753575,NULL,"Court Legacy Sneaker",Nike,Kids,55.00,55.00,NULL,NULL,4.5,14,NULL,4984,NULL,"WHITE/ PINK",115,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454157,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/oneill-kids-lennox-stripe-board-shorts-big-kid/7248122,7248122,NULL,"Kids' Lennox Stripe Board Shorts",O'Neill,Kids,39.50,39.50,NULL,NULL,0.0,0,NULL,1070,NULL,GRAPHITE,021,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454158,Sale,Women,"New Markdowns",NULL,NULL,https://www.nordstrom.com/s/sam-edelman-griffin-slide-sandal-women/6685005,6685005,NULL,"Griffin Slide Sandal","Sam Edelman",Women,100.00,69.90,NULL,NULL,4.6,73,"30% off",5291,NULL,"LIGHT BROWN",200,61274,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454159,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/billabong-kids-all-day-layback-swim-trunks-big-kid/7283448,7283448,NULL,"Kids' All Day Layback Swim Trunks",Billabong,Kids,39.95,39.95,NULL,NULL,0.0,0,NULL,652,NULL,COBALT,476,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454160,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/kids-sportswear-print-shorts-big-kid/7170660,7170660,NULL,"Kids' Sportswear Print Shorts",Nike,Kids,45.00,45.00,NULL,NULL,0.0,0,NULL,29,NULL,"ACTION GRAPE/ WHITE",542,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454161,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/nike-sunray-protect-3-sandal-toddler-little-kid/7478881,7478881,NULL,"Sunray Protect 3 Sandal",Nike,Kids,43.00,32.25,NULL,NULL,3.2,5,"25% off",6,NULL,"BLACK/ WHITE",001,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454162,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/under-armour-kids-showdown-shorts-big-boy/5757735,5757735,NULL,"Kids' Showdown Shorts","Under Armour",Kids,45.00,45.00,NULL,NULL,4.7,42,NULL,212,NULL,"BARLEY/ HALO GRAY",250,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454163,Sale,Women,Shoes,NULL,NULL,https://www.nordstrom.com/s/harlene-slide-sandal-women/7329278,7329278,NULL,"Harlene Slide Sandal","Steve Madden",Women,79.95,47.98,NULL,NULL,3.0,1,"39% off",1371,NULL,RAFFIA,250,61274,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454164,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/the-north-face-kids-warm-storm-rain-jacket-toddler-little-kid/6671899,6671899,NULL,"Kids' Warm Storm Rain Jacket","The North Face",Kids,79.00,53.97,NULL,NULL,4.8,30,"31% off",5,NULL,"ACOUSTIC BLUE",401,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454165,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/nike-kids-kawa-sport-slide-toddler-little-kid-big-kid/7319254,7319254,NULL,"Kids' Kawa Sport Slide",Nike,Kids,26.00,19.50,NULL,NULL,4.4,169,"25% off",66,NULL,"OFF NOIR/ RED BRONZE/ MINT",019,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454166,Sale,Women,Shoes,NULL,NULL,https://www.nordstrom.com/s/eydie-ballet-flat-women/7327588,7327588,NULL,"Eydie Ballet Flat","Steve Madden",Women,89.95,53.96,NULL,NULL,4.1,15,"40% off",1024,NULL,"BLACK LEATHER",001,61274,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454167,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/adidas-adilette-comfort-slide-sandal-toddler-little-kid-big-kid/5383973,5383973,NULL,"Adilette Comfort Slide Sandal",adidas,Kids,30.00,30.00,NULL,NULL,4.9,335,NULL,2687,NULL,"CORE BLACK/ WHITE/ CORE BLACK",001,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454168,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/kids-two-piece-rashguard-swimsuit-toddler-little-kid-big-kid/7009806,7009806,NULL,"Kids' Two-Piece Rashguard Swimsuit","Tucker + Tate",Kids,48.00,48.00,NULL,NULL,5.0,1,NULL,879,NULL,"BLUE SALTWATER SHARK BUBBLES",450,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454169,Sale,Women,"New Markdowns",NULL,NULL,https://www.nordstrom.com/s/oversize-split-hem-t-shirt/7312918,7312918,NULL,"Oversize Split Hem T-Shirt","Treasure & Bond",Women,29.00,23.20,NULL,NULL,5.0,4,"20% off",1945,NULL,"BROWN ROSE",930,61274,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454170,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/kids-crossfire-submersible-hybrid-shorts-big-boy/7026578,7026578,NULL,"Kids' Crossfire Submersible Hybrid Shorts",Billabong,Kids,49.95,49.95,NULL,NULL,0.0,0,NULL,1437,NULL,ASPHALT,002,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454171,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/hunter-kids-first-classic-pull-on-waterproof-rain-boot-walker-toddler-little-kid/7217267,7217267,NULL,"Kids' First Classic Pull-On Waterproof Rain Boot",Hunter,Kids,65.00,65.00,NULL,NULL,3.9,10,"20% off",109,NULL,BLACK,003,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454172,Sale,Women,Shoes,NULL,NULL,https://www.nordstrom.com/s/gaia-croc-embossed-sandal/7343627,7343627,NULL,"Gaia Croc Embossed Sandal","Steve Madden",Women,79.95,47.96,NULL,NULL,4.0,2,"40% off",2297,NULL,"BLACK CROC",001,61274,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454173,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/kids-volley-swim-trunks-little-kid-big-kid/7402621,7402621,NULL,"Kids' Volley Swim Trunks",Nike,Kids,44.00,44.00,NULL,NULL,0.0,0,NULL,130,NULL,"GREEN STRIKE",370,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454174,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/adidas-retropy-f2-running-shoe-big-kid/6454382,6454382,NULL,"Retropy F2 Running Shoe",adidas,Kids,70.00,52.50,NULL,NULL,5.0,9,"25% off",1293,NULL,"SKY RUSH/ VIVID RED/ BLUE RUSH",436,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454175,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/kids-wild-air-woven-shorts-little-kid/7377579,7377579,NULL,"Kids' Wild Air Woven Shorts",Nike,Kids,40.00,40.00,NULL,NULL,0.0,0,NULL,194,NULL,"DEEP ROYAL BLUE",433,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454176,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/nike-windrunner-water-resistant-hooded-jacket-little-boy-big-boy/4563023,4563023,NULL,"Windrunner Water Resistant Hooded Jacket",Nike,Kids,65.00,65.00,NULL,NULL,4.7,39,NULL,3528,NULL,"WHITE/ BLACK/ WOLF GREY",102,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454177,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/nike-kids-elite-basketball-shorts-big-kid/5669311,5669311,NULL,"Kids' Elite Basketball Shorts",Nike,Kids,32.00,32.00,NULL,NULL,4.7,26,NULL,218,NULL,"WHITE/ BLACK",101,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454178,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/nike-cortez-sl-sneaker-baby-walker-toddler-little-kid/7082235,7082235,NULL,"Cortez SL Sneaker",Nike,Kids,45.00,45.00,NULL,NULL,4.6,75,NULL,1353,NULL,"WHITE/ PINK PRIME",109,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454179,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/kids-dri-fit-training-t-shirt-big-kid/7172038,7172038,NULL,"Kids' Dri-FIT Training T-Shirt",Nike,Kids,30.00,30.00,NULL,NULL,0.0,0,NULL,417,NULL,"WHITE/ BLACK",101,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454180,Sale,Women,"New Markdowns",NULL,NULL,https://www.nordstrom.com/s/finley-slide-sandal-women/7272631,7272631,NULL,"Finley Slide Sandal","Open Edit",Women,69.95,41.98,NULL,NULL,4.4,5,"39% off",1537,NULL,BEIGE,260,61274,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454181,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/nike-kids-training-pants-little-boy-big-boy/6295802,6295802,NULL,"Kids' Training Pants",Nike,Kids,40.00,40.00,NULL,NULL,5.0,5,NULL,5774,NULL,"091 CARBON HTR",091,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454182,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/kids-cross-shred-static-shorts-toddler-little-kid/7299829,7299829,NULL,"Kids' Cross Shred Static Shorts",Volcom,Kids,40.00,40.00,NULL,NULL,0.0,0,NULL,421,NULL,"BLACK OUT",001,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454183,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/under-armour-pennant-pants-toddler-little-boy/5259850,5259850,NULL,"Pennant Pants","Under Armour",Kids,30.00,30.00,NULL,NULL,4.4,26,NULL,1671,NULL,CHARCOAL,020,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454184,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/nike-sportswear-kids-toss-swoosh-logos-graphic-tee-shorts-set-little-boy/5928210,5928210,NULL,"Sportswear Kids' Toss Swoosh Logos Graphic Tee & Shorts Set",Nike,Kids,44.00,44.00,NULL,NULL,4.9,18,NULL,216,NULL,"CARBON HEATHER",028,61275,"2023-05-28 07:35:57","2023-05-28 07:36:48"
142454185,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/nike-air-max-excee-gs-sneaker-big-kid/7034893,7034893,NULL,"Air Max Excee GS Sneaker",Nike,Kids,80.00,56.00,NULL,NULL,3.6,12,"30% off",38,NULL,"BLACK/ WHITE",001,61275,"2023-05-28 07:35:57","2023-05-28 07:36:49"
